source,url,status,date
International Journal of Information and Communication Technology Research,http://esjournals.org/index.php,301.0,"July 15, 2021"
International Journal of Information and Communication Technology Trends,http://www.ijictt.ictt.info/,,"July 15, 2021"
International Journal of Information and Education Technology,http://www.ijiet.org/,200.0,"July 15, 2021"
International Journal of Information Research,http://www.spoars.org/journal/,404.0,"July 15, 2021"
International Journal of Information Research and Review,http://www.ijirr.com/,406.0,"July 15, 2021"
International Journal of Information Sources and Services,http://www.ijss.in/,200.0,"July 15, 2021"
International Journal of Information Technology & Business Management,http://www.jitbm.com/,301.0,"July 15, 2021"
International Journal of Information Technology & Computer Science,http://ijitcs.com/,301.0,"July 15, 2021"
International Journal of Information Technology and Electrical Engineering,http://www.iteejournal.org/,406.0,"July 15, 2021"
International Journal of Informative and Futuristic Research,http://ijifr.com/,200.0,"July 15, 2021"
International Journal of Innovation and Research in Educational Sciences,http://www.ijires.org/,200.0,"July 15, 2021"
International Journal of Innovation in Science and Mathematics,http://www.ijism.org/,200.0,"July 15, 2021"
International Journal of Innovation Research,http://www.journalijir.com/,,"July 15, 2021"
International Journal of Innovations in Engineering and Technology,http://ijiet.com/,406.0,"July 15, 2021"
International Journal of Innovations in Engineering Research and Technology,http://www.ijiert.org/,301.0,"July 15, 2021"
International Journal of Innovation Science and Research,http://www.ijisr.com/,406.0,"July 15, 2021"
International Journal of Innovative and Applied Research,http://journalijiar.com/,301.0,"July 15, 2021"
International Journal of Innovative and Emerging Research in Engineering,http://ijiere.com/,301.0,"July 15, 2021"
International Journal of Innovative Computer Science & Engineering,http://ijicse.in/,406.0,"July 15, 2021"
International Journal of Innovative Concepts in Research,http://www.ijicr.com/,302.0,"July 15, 2021"
International Journal of Innovative Ideas,http://www.publishtopublic.com/,200.0,"July 15, 2021"
International Journal of Innovative Interdisciplinary Research,http://www.auamii.com/journal.html,301.0,"July 15, 2021"
International Journal of Innovative Pharmaceutical Research,http://www.ijipr.com/,200.0,"July 15, 2021"
International Journal of Innovative Research & Advanced Studies,http://www.ijiras.com/,406.0,"July 15, 2021"
International Journal of Innovative Research and Creative Technology,http://www.ijirct.org/index.php,403.0,"July 15, 2021"
International Journal of Innovative Research and Development,http://www.ijird.com/,301.0,"July 15, 2021"
International Journal of Innovative Research and Studies,http://www.ijirs.com/,,"July 15, 2021"
International Journal of Innovative Research in Advanced Engineering,http://ijirae.com/,301.0,"July 15, 2021"
International Journal of Innovative Research in Computer and Communication Engineering,http://www.ijircce.com/,406.0,"July 15, 2021"
"International Journal of Innovative Research in Electrical, Electronics, Instrumentation and Control Engineering",http://www.ijireeice.com/,301.0,"July 15, 2021"
International Journal of Innovative Research in Computer Science & Technology,http://www.ijircst.org/,301.0,"July 15, 2021"
International Journal of Innovative Research in Engineering & Multidisciplinary Physical Sciences,http://ijirmps.com/,400.0,"July 15, 2021"
International Journal of Innovative Research in Engineering and Management,http://www.ijirem.org/IJIREM/Home.aspx,301.0,"July 15, 2021"
International Journal of Innovative Research in Medical Science,http://ijirms.in/,406.0,"July 15, 2021"
International Journal of Innovative  Research in Science and Engineering,http://www.ijirse.in/index.html,301.0,"July 15, 2021"
"International Journal of Innovative Research in Science, Engineering and Technology",http://www.ijirset.com/,200.0,"July 15, 2021"
International Journal of Innovative Research in Technology,http://www.ijirt.org/index.php,200.0,"July 15, 2021"
International Journal of Innovative Research in Technology & Science,http://www.ijirts.org/,200.0,"July 15, 2021"
International Journal of Innovative Science Engineering and Technology,http://www.ijiset.com/,200.0,"July 15, 2021"
International Journal of Innovative Science and Modern Engineering,http://www.ijisme.org/,301.0,"July 15, 2021"
International Journal of Innovative Studies in Sciences and Engineering Technology,http://ijisset.org/,301.0,"July 15, 2021"
International Journal of Innovative Technologies,http://ijitech.org/index.php,406.0,"July 15, 2021"
International Journal of Innovative Technology and Exploring Engineering,http://www.ijitee.org/,301.0,"July 15, 2021"
International Journal of Innovative Technology and Research,http://www.ijitr.com/,200.0,"July 15, 2021"
International Journal of Innovative Trends in Engineering,http://www.ijite.com/,301.0,"July 15, 2021"
International Journal of Integrated Computer Applications & Research,http://ijicar.net/,,"July 15, 2021"
International Journal of Integrated Medical Research,http://www.ijoimr.com/,,"July 15, 2021"
International Journal of Interdisciplinary and Multidisciplinary Studies,http://www.ijims.com/current.php,406.0,"July 15, 2021"
"International Journal of Interdisciplinary Research in Science, Society and Culture",http://ijirssc.in/site/,200.0,"July 15, 2021"
International Journal of Interdisciplinary Scientific Research,http://www.iijsr.org/,301.0,"July 15, 2021"
International Journal of Inventions in Pharmaceutical Sciences,http://www.ijips.net/,200.0,"July 15, 2021"
International Journal of Inventive Engineering and Sciences,http://www.ijies.org/,301.0,"July 15, 2021"
"The International Journal of Knowledge, Innovation and Entreprenurship",http://ijkie.org/index.html,301.0,"July 15, 2021"
International Journal of Language and Applied Linguistics,http://www.khatesefid.com/journal/index.html,301.0,"July 15, 2021"
International Journal of Language Learning and Applied Linguistics World,http://www.ijllalw.org/,301.0,"July 15, 2021"
International Journal of Language Sciences,http://www.intjls.com/,200.0,"July 15, 2021"
"International Journal of Languages, Literature and Linguistics",http://www.ijlll.org/,200.0,"July 15, 2021"
International Journal of Latest Research in Engineering and Computing,http://www.ijlrec.com/,406.0,"July 15, 2021"
International Journal of Latest Research in Engineering and Technology,http://www.ijlret.com/,200.0,"July 15, 2021"
"International Journal of Latest Technology in Engineering, Management & Applied Science",http://www.ijltemas.in/,406.0,"July 15, 2021"
International Journal of Latest Trends in Engineering and Technology,http://www.ijltet.org/,406.0,"July 15, 2021"
"International Journal of Latest Trends in Engineering, Science and Technology",http://www.ijltest.org/,403.0,"July 15, 2021"
International Journal of Law and Legal Jurisprudence Studies,http://ijlljs.in/,406.0,"July 15, 2021"
International Journal of Law and Management Studies,http://ijlms.in/,200.0,"July 15, 2021"
International Journal of Law Research,http://www.lawresearchjournal.com/,301.0,"July 15, 2021"
"International Journal of Learning, Teaching and Educational Research",http://www.ijlter.org/index.php/ijlter/index,406.0,"July 15, 2021"
International Journal of Liberal Arts & Social Science,http://www.ijlass.org/,301.0,"July 15, 2021"
International Journal of Life science and Pharma Research,http://www.ijlpr.com/,200.0,"July 15, 2021"
International Journal of Life Sciences Biotechnology and Pharma Research,http://www.ijlbpr.com/index.php,200.0,"July 15, 2021"
International Journal of Life-Sciences Scientific Research,http://ijlssr.com/,301.0,"July 15, 2021"
"International Journal of Linguistics, Social and Natural Sciences",http://www.ijlsns.com/,200.0,"July 15, 2021"
International Journal of Livestock Research,http://www.scopemed.org/?jid=68/,301.0,"July 15, 2021"
The International Journal of Management,http://www.theijm.com/,200.0,"July 15, 2021"
"International Journal of Management, Accounting & Economics (IJMAE)",http://iaajs.com/ijmae/,403.0,"July 15, 2021"
International Journal of Management and Business Studies,http://ijmbs.com/,406.0,"July 15, 2021"
International Journal of Management and Research,http://ijmr.humanjournals.com/,406.0,"July 15, 2021"
International Journal of Management and Social Science Research Review,http://ijmsrr.com/,200.0,"July 15, 2021"
"International Journal of Management, Economics and Social Sciences",http://www.ijmess.com/index.php,200.0,"July 15, 2021"
International Journal of Management Research and Business Strategy,http://www.ijmrbs.com/,403.0,"July 15, 2021"
International Journal of Management Research and Review,http://ijmrr.com/,200.0,"July 15, 2021"
International Journal of Management Sciences and Business Research,http://www.ijmsbr.com/,406.0,"July 15, 2021"
International Journal of Mathematical Archive,http://www.ijma.info/index.php/ijma,200.0,"July 15, 2021"
International Journal of Mathematical Research & Science,http://www.ijmrs.org/,200.0,"July 15, 2021"
International Journal of Mathematical Sciences & Applications,http://ijmsa.yolasite.com/,200.0,"July 15, 2021"
International Journal of Mathematics And Computer Research,http://ijmcr.in/index.php,406.0,"July 15, 2021"
International Journal of Mathematics and Soft Computing,http://www.ijmsc.com/index.php/ijmsc/index,200.0,"July 15, 2021"
International Journal of Mathematics and Statistics Invention,http://www.ijmsi.org/index.html,301.0,"July 15, 2021"
International Journal of Mechanical Engineering and Information Technology,http://igmpublication.org/ijmeit/,406.0,"July 15, 2021"
International Journal of Medical and Health Research,http://www.medicalsjournals.com/,,"July 15, 2021"
International Journal Of Medical and Health Sciences,http://www.ijmhs.net/,301.0,"July 15, 2021"
International Journal of Medical Research,http://www.scopemed.org/?jid=76,301.0,"July 15, 2021"
International Journal of Medical Research & Health Sciences,http://ijmrhs.com/,301.0,"July 15, 2021"
JCR,http://mjl.clarivate.com/cgi-bin/jrnlst/jlresults.cgi?PC=MASTER&ISSN=2319-5886,301.0,"July 15, 2021"
International Journal of Medical Research & Review,http://www.ijmrr.in/Default.aspx?pageid=1,301.0,"July 15, 2021"
International Journal of Medical Research and Pharmaceutical Sciences,http://www.ijmrpsjournal.com/,406.0,"July 15, 2021"
International Journal of Medical Research Professionals,http://ijmrp.com/,200.0,"July 15, 2021"
International Journal of Medical Science and Education,http://www.ijmse.com/,200.0,"July 15, 2021"
International Journal of Medical Science and Public Health,http://www.ijmsph.com/,200.0,"July 15, 2021"
International Journal of Medical Science Research and Practice,http://www.ijmsrp.com/,200.0,"July 15, 2021"
International Journal of Medical Sciences and Health Care,http://www.ijmshc.com/,200.0,"July 15, 2021"
International Journal of Medical Students,http://www.ijms.info/ojs/index.php/IJMS/index,404.0,"July 15, 2021"
International Journal of Medicine and Biosciences,http://www.ijmbonline.com/,200.0,"July 15, 2021"
International Journal of Medicobiologial Research,http://www.ijmedres.com/,200.0,"July 15, 2021"
International Journal of MediPharm Research,http://www.medipharmsai.com/,200.0,"July 15, 2021"
International Journal of Modern Chemistry and Applied Science,http://www.ijcasonline.com/,200.0,"July 15, 2021"
International Journal of Modern Engineering Research,http://www.ijmer.com/,200.0,"July 15, 2021"
International Journal of Modern Sciences and Engineering Technology,https://www.ijmset.com/home.html,,"July 15, 2021"
International Journal of Mosquito Research,http://dipterajournal.com/,301.0,"July 15, 2021"
International Journal of Multidisciplinary and Current Research,http://ijmcr.com/,200.0,"July 15, 2021"
International Journal of Multidisciplinary and Scientific Emerging Research,http://www.ijmser.com%20/,,"July 15, 2021"
here,http://www.ijesm.com/,301.0,"July 15, 2021"
International Journal of Multidisciplinary Education and Research,http://www.newresearchjournal.com/,200.0,"July 15, 2021"
International Journal of Multidisciplinary Educational Research,http://www.ijmer.in/,200.0,"July 15, 2021"
International Journal of Multidisciplinary Health Sciences,http://www.ijomhs.org/,,"July 15, 2021"
International Journal of Multidisciplinary Research and Development,http://allsubjectjournal.com/,301.0,"July 15, 2021"
International Journal of Multidisciplinary Research and Information,http://www.journalijmri.com/,200.0,"July 15, 2021"
International Journal of Multidisciplinary Research and Modern Education,http://rdmodernresearch.org/,200.0,"July 15, 2021"
International Journal Of Multidisciplinary Research and Review,http://journalmrr.com/,301.0,"July 15, 2021"
International Journal of Multidisciplinary Research Review,http://www.ijmdrr.com/,200.0,"July 15, 2021"
International Journal of Multidisciplinary Sciences and Engineering,http://www.ijmse.org/,200.0,"July 15, 2021"
International Journal of Nanofluids and Nanoparticles,http://international%20journal%20of%20nanofluids%20and%20nanoparticles/,,"July 15, 2021"
International Journal of Network Security,http://ijns.jalaxy.com.tw/,200.0,"July 15, 2021"
International Journal of Network Service and Technologies,http://ijnst.jalaxy.com.tw/,200.0,"July 15, 2021"
International Journal of New Innovations in Engineering and Technology,http://www.ijniet.org/,406.0,"July 15, 2021"
International Journal of New Technologies in Science and Engineering,http://www.ijntse.com/,200.0,"July 15, 2021"
International Journal of New Technology and Research,https://www.ijntr.org/,200.0,"July 15, 2021"
"International Journal of New Trends in Arts, Sports & Science Education",http://www.ijtase.net/ojs/index.php/IJTASE,200.0,"July 15, 2021"
International Journal of Novel Trends in Pharmaceutical Sciences,http://www.ijntps.org/,301.0,"July 15, 2021"
International Journal of Nursing,http://www.ijnonline.com/,301.0,"July 15, 2021"
International Journal of Obstetrics and Gynaecology Research,http://www.ijogr.com/,200.0,"July 15, 2021"
International Journal of Oral Health and Medical Research,http://ijohmr.com/,406.0,"July 15, 2021"
International Journal of Oncology Science,http://oncologyscience.com/,200.0,"July 15, 2021"
International Journal of Orthopaedics Sciences ,http://www.orthopaper.com/,200.0,"July 15, 2021"
International Journal of Pediatrics,http://ijp.mums.ac.ir/,302.0,"July 15, 2021"
International Journal of Pharma and Bio Sciences,http://www.ijpbs.net/index.html,406.0,"July 15, 2021"
International Journal of Pharma Professional’s Research,http://www.ijppronline.in/,406.0,"July 15, 2021"
International Journal of Pharmaceutical & Research Science,http://www.ijprsjournal.com/index.html,301.0,"July 15, 2021"
International Journal of Pharmaceutical and Biological Science Archive,http://www.ijpba.in/index.php/ijpba,406.0,"July 15, 2021"
International Journal of Pharmaceutical and Biomedical Research,http://www.pharmscidirect.com/,,"July 15, 2021"
International Journal of Pharmaceutical and Clinical Research,http://ijpcr.com/,403.0,"July 15, 2021"
International Journal of Pharmaceutical and Phytopharmacological Research,http://www.eijppr.com/,301.0,"July 15, 2021"
International Journal of Pharmaceutical Quality Assurance and Pharmaceutical Analysis,http://ijpqa.com/,403.0,"July 15, 2021"
International Journal of Pharmaceutical Research and Applications,http://www.ijprajournal.com/index.html,404.0,"July 15, 2021"
International Journal of Pharmaceutical Research and Bioscience,http://www.ijprbs.com/,200.0,"July 15, 2021"
International Journal of Pharmaceutical Research and Development,http://www.ijprd.com/,301.0,"July 15, 2021"
International Journal of Pharmaceutical Science Invention,http://www.ijpsi.org/,200.0,"July 15, 2021"
International Journal of Pharmaceutical Sciences and Business Management,http://www.ijpsbm.com/,406.0,"July 15, 2021"
International Journal of Pharmaceutical Sciences and Drug Research,http://www.ijpsdr.com/index.htm,406.0,"July 15, 2021"
International Journal of Pharmaceutical Sciences and Research,http://www.ijpsr.com/index.html,301.0,"July 15, 2021"
International Journal of Pharmaceutical Sciences Letters,http://ijpsl.com/,301.0,"July 15, 2021"
International Journal of Pharmaceutical Sciences Review and Research,http://www.globalresearchonline.net/,301.0,"July 15, 2021"
International Journal of Pharmaceuticals and Health Care Research,http://www.ijphr.com/,406.0,"July 15, 2021"
International Journal of Pharmacognosy,http://www.ijpjournal.com/,301.0,"July 15, 2021"
International Journal of Pharmacognosy and Phytochemical Research,http://ijppr.com/,403.0,"July 15, 2021"
International Journal of Pharmacology and Physiology,http://my.ejmanager.com/ijpp/,302.0,"July 15, 2021"
International Journal of Pharmacy,http://www.pharmascholars.com/,301.0,"July 15, 2021"
International Journal of Pharmacy & Industrial Research,http://www.ijpir.com/%20,406.0,"July 15, 2021"
International Journal of Pharmacy and Pharmaceutical Research,http://ijppr.humanjournals.com/,406.0,"July 15, 2021"
International Journal of Pharmacy and Pharmaceutical Sciences,http://www.ijppsjournal.com/,301.0,"July 15, 2021"
International Journal of Pharmacy and Technology,http://www.ijptonline.com/,301.0,"July 15, 2021"
"International Journal of Physical Education, Sports and Health",http://www.kheljournal.com/,301.0,"July 15, 2021"
International Journal of Physiotherapy,https://www.ijphy.org/,406.0,"July 15, 2021"
"International Journal of Plant, Animal and Environmental Sciences",http://www.ijpaes.com/,200.0,"July 15, 2021"
International Journal of Power Electronics Engineering,http://www.ijpee.com/index.php/ijpee,301.0,"July 15, 2021"
International Journal of Precious Engineering Research and Applications,http://www.ijpera.com/,200.0,"July 15, 2021"
"International Journal of Printing, Packaging & Allied Sciences",http://ijppas.com/index.php,200.0,"July 15, 2021"
International Journal of Psycho-Educational Sciences,http://www.arees.org/journal/about-journal,301.0,"July 15, 2021"
International Journal of Psychology and Behavioral Research,http://ijpbrjournal.com/,302.0,"July 15, 2021"
International Journal of Psychology and Educational Studies,http://www.ijpes.com/,301.0,"July 15, 2021"
indexed by DOAJ,https://doaj.org/toc/2148-9378,200.0,"July 15, 2021"
International Journal of Pure & Applied Bioscience,http://www.ijpab.com/,200.0,"July 15, 2021"
International Journal of Pure and Applied Zoology,http://www.ijpaz.com/index.php/ijpaz,302.0,"July 15, 2021"
International Journal of Recent Advances in Multidisciplinary Research,http://www.ijramr.com/,406.0,"July 15, 2021"
International Journal of Recent Development in Engineering and Technology,http://www.ijrdet.com/index.php,301.0,"July 15, 2021"
International Journal of Recent Engineering Research and Development,http://www.ijrerd.com/,200.0,"July 15, 2021"
International Journal of Recent Research and Applied Studies,http://www.ijrras.com/,302.0,"July 15, 2021"
"International Journal of Recent Research in Science, Engineering and Technology ",http://www.ijrrset.com/,200.0,"July 15, 2021"
International Journal of Recent Scientific Research,http://www.recentscientific.com/,406.0,"July 15, 2021"
International Journal of Recent Surgical and Medical Sciences,http://www.ijrsms.com/,,"July 15, 2021"
International Journal of Recent Technology and Engineering,http://www.ijrte.org/,301.0,"July 15, 2021"
International Journal of Recent Trends in Electrical & Electronics Engineering,https://scholarlyoa.com/individual-journals/International%20Journal%20of%20Recent%20trends%20in%20Electrical%20&%20Electronics%20Engineering%20(IJRTE),301.0,"July 15, 2021"
International Journal of Recent Trends in Engineering & Research,http://www.ijrter.com/,200.0,"July 15, 2021"
International Journal of Remote Sensing and Geoscience,http://www.ijrsg.com/,200.0,"July 15, 2021"
International Journal of Renewable Energy Research,http://www.ijrer.org/ijrer/index.php/ijrer/index,200.0,"July 15, 2021"
JCR,https://mjl.clarivate.com:/search-results?issn=1309-0127,200.0,"July 15, 2021"
International Journal of Research and Current Development,http://www.journalijrcd.com/,200.0,"July 15, 2021"
International Journal of Research and Development in Pharmacy & Life Sciences,http://www.ijrdpl.com/,302.0,"July 15, 2021"
International Journal of Research and Development in Technology & Management Sciences Kailash,http://journal.rtmonline.in/,,"July 15, 2021"
International Journal of Research and Engineering,http://ijre.org/,301.0,"July 15, 2021"
International Journal of Research and Innovation in Computer Engineering,http://www.ijrice.com/,302.0,"July 15, 2021"
International Journal of Research and Science Publication,http://www.ijrsp.org/,200.0,"July 15, 2021"
International Journal of Research Culture Society,http://ijrcs.in/,,"July 15, 2021"
International Journal of Research Development ,http://forefrontcorpo.wix.com/ijord,404.0,"July 15, 2021"
International Journal of Research GRANTHAALAYAH,http://granthaalayah.com/index.html,200.0,"July 15, 2021"
International Journal of Research in Advanced Engineering and Technology,http://www.engineeringresearchjournal.com/,,"July 15, 2021"
International Journal of Research In Advanced Engineering Technologies,http://www.ijraet.com/,200.0,"July 15, 2021"
International Journal of Research in Aeronautical and Mechanical Engineering,http://www.ijrame.com/,301.0,"July 15, 2021"
International Journal of Research in Agricultural Sciences,http://ijras.org/,200.0,"July 15, 2021"
International Journal of Research in Agriculture and Forestry,http://www.ijraf.org/,406.0,"July 15, 2021"
International Journal of Research in Ayurveda and Pharmacy,http://www.ijrap.net/,200.0,"July 15, 2021"
International Journal of Research in Business Studies and Management,http://www.ijrbsm.org/,406.0,"July 15, 2021"
International Journal of Research in Computer and Communication Technology,http://www.ijrcct.org/index.php/ojs,,"July 15, 2021"
International Journal of Research in Computer Engineering & Electronics,http://www.ijrcee.org/index.php/ijrcee,200.0,"July 15, 2021"
International Journal of Research in Computer Science,http://www.ijorcs.org/,200.0,"July 15, 2021"
International Journal of Research in Computer Technology,http://www.opusinfo.in/ijrct/index.php/ijrct/information/readers,,"July 15, 2021"
International Journal of Research in Education and Science,http://www.ijres.net/,302.0,"July 15, 2021"
International Journal of Research in Education and Social Science,http://www.ijress.com/,302.0,"July 15, 2021"
International Journal of Research in Electronics & Communication Technology,http://ijrect.com/,406.0,"July 15, 2021"
International Journal of Research in Engineering and Advanced Technology,http://www.ijreat.org/,200.0,"July 15, 2021"
International Journal of Research in Engineering and Science,http://www.ijres.org/index.html,200.0,"July 15, 2021"
nternational Journal of Research in Engineering and Science,http://www.mgijournal.com/,200.0,"July 15, 2021"
International Journal of Research in Engineering and Technology,http://ijret.org/,301.0,"July 15, 2021"
International Journal of Research in Humanities and Social Sciences,http://www.ijrhss.org/,406.0,"July 15, 2021"
International Journal of Research in Library Science,http://ijrls.in/,406.0,"July 15, 2021"
International Journal of Research in Management & Business Studies,http://ijrmbs.com/,406.0,"July 15, 2021"
International Journal of Research in Mechanical Engineering and Technology,http://www.ijrmet.com/,406.0,"July 15, 2021"
International Journal of Research in Medical & Applied Sciences,http://ijrmas.org/,301.0,"July 15, 2021"
International Journal of Research in Medical and Dental Sciences,https://edas.info/web/ijrmds/index.html,403.0,"July 15, 2021"
International Journal of Research in Pharmacy and Biosciences,http://www.ijrpb.org/,406.0,"July 15, 2021"
International Journal of Research in Pharmacy and Science,http://www.ijrpsonline.com/index.php,200.0,"July 15, 2021"
International Journal of Research in Science & Engineering,http://ijrise.org/home,200.0,"July 15, 2021"
International Journal of Research in Science & Technology,http://www.ijrst.com/index.php,302.0,"July 15, 2021"
International Journal of Research in Wireless Systems,http://www.ijrws.org/index.php/ijrws,301.0,"July 15, 2021"
International Journal of Research Methodology,http://ijrm.humanjournals.com/,406.0,"July 15, 2021"
International Journal of Research Publications in Engineering and Technology ,http://www.ijrpet.org/,301.0,"July 15, 2021"
International Journal of Research Science and Management,http://www.ijrsm.com/,406.0,"July 15, 2021"
International Journal of Review in Applied and Social Sciences,http://www.ijrass.com/,,"July 15, 2021"
International Journal of Review in Life Sciences,https://pharmascope.org/ijrls/,302.0,"July 15, 2021"
Hijacked version,http://www.ijrls.com/,200.0,"July 15, 2021"
International Journal of Reviews in Computing,http://www.ijric.org/index.php,200.0,"July 15, 2021"
"International Journal of Reviews, Surveys and Research ",http://www.ijrsr.com/,401.0,"July 15, 2021"
International Journal of Sanskrit Research,http://www.sanskritjournal.com/,200.0,"July 15, 2021"
International Journal of Science and Advanced Technology,http://www.ijsat.com/,403.0,"July 15, 2021"
International Journal of Science & Engineering Development Research,http://www.ijsdr.org/index.php,301.0,"July 15, 2021"
International Journal of Science and Engineering Applications,http://www.ijsea.com/index,406.0,"July 15, 2021"
International Journal of Science and Engineering Investigations,http://www.ijsei.com/,200.0,"July 15, 2021"
The International Journal of Science & Technoledge,http://www.theijst.com/,301.0,"July 15, 2021"
International Journal of Science and Research,http://www.ijsr.net/,302.0,"July 15, 2021"
International Journal of Science and Research Methodology,http://ijsrm.humanjournals.com/,406.0,"July 15, 2021"
International Journal of Science and Technology,http://ejournalofsciences.org/,,"July 15, 2021"
International Journal of Science & Technology,http://www.journalofsciences-technology.org/,200.0,"July 15, 2021"
International Journal of Science Commerce and Humanities,http://www.ijsch.com/journaluk/Publisher-69,301.0,"July 15, 2021"
International Journal of Science Culture and Sport,http://www.iscsjournal.com/Anasayfa.Aspx,404.0,"July 15, 2021"
International Journal of Science Engineering and Advance Technology,http://www.ijseat.com/index.php/ijseat,200.0,"July 15, 2021"
"International Journal of Science, Engineering and Technology Research ",http://ijsetr.org/,200.0,"July 15, 2021"
International Journal of Science Environment and Technology,http://www.ijset.net/,301.0,"July 15, 2021"
International Journal of Science Innovations and Discoveries,http://www.ijsidonline.info/,200.0,"July 15, 2021"
International Journal of Science Technology and Engineering,http://www.ijste.org/,301.0,"July 15, 2021"
International Journal Of Science Technology & Management,http://www.ijstm.com/,200.0,"July 15, 2021"
International Journal of Sciences,http://www.ijsciences.com/,302.0,"July 15, 2021"
International Journal of Sciences and Applied Research,http://www.ijsar.in/,301.0,"July 15, 2021"
International Journal of Scientific & Technology Research,http://www.ijstr.org/,200.0,"July 15, 2021"
International Journal of Scientific and Engineering Research,http://www.ijser.org/,301.0,"July 15, 2021"
International Journal of Scientific and Research,http://journalijsr.com/,,"July 15, 2021"
International Journal of Scientific and Research Publications,http://www.ijsrp.org/,200.0,"July 15, 2021"
International Journal of Scientific and Technical Advancements,http://www.ijsta.com/,200.0,"July 15, 2021"
International Journal of Scientific Engineering and Applied Science,http://ijseas.com/,200.0,"July 15, 2021"
International Journal of Scientific Engineering and Technology,http://ijset.com/ijset/,404.0,"July 15, 2021"
International Journal of Scientific Engineering and Technology Research,http://ijsetr.com/,406.0,"July 15, 2021"
International Journal of Scientific Progress & Research,http://www.ijspr.com/index.php,301.0,"July 15, 2021"
International Journal of Scientific Research,http://www.ijscr.com/index.html,302.0,"July 15, 2021"
International Journal of Scientific Research,http://worldwidejournals.com/ijsr/,301.0,"July 15, 2021"
International Journal of Scientific Research & Management Studies,http://www.ijsrms.com/home/index.html,302.0,"July 15, 2021"
International Journal of Scientific Research and Application,http://ijsra.com/,302.0,"July 15, 2021"
International Journal Of Scientific Research And Education,http://ijsae.in/,406.0,"July 15, 2021"
International Journal of Scientific Research and Engineering Trends,http://www.ijsret.com/,301.0,"July 15, 2021"
International Journal of Scientific Research and Innovative Technology,http://www.ijsrit.com/,301.0,"July 15, 2021"
International Journal of Scientific Research and Management,http://www.ijsrm.in/,406.0,"July 15, 2021"
International Journal of Scientific Research in Education,http://www.ijsre.com/,,"July 15, 2021"
International Journal of Scientific Research in Information Systems and Engineering,http://www.ijsrise.com/index.php/ijsrise,301.0,"July 15, 2021"
International Journal of Scientific Study,http://www.ijss-sn.com/,301.0,"July 15, 2021"
International Journal of Signal Processing Systems,http://international%20journal%20of%20signal%20processing%20systems%20%28ijsps%29/,,"July 15, 2021"
The International Journal of Social and Applied Sciences,http://ijsas.webs.com/indexing,301.0,"July 15, 2021"
International Journal of Social Science & Economic Research,http://ijsser.org/index.php,406.0,"July 15, 2021"
International Journal of Social Science and Humanity,http://www.ijssh.org/,200.0,"July 15, 2021"
The International Journal of Social Sciences,http://www.tijoss.com/index.html,301.0,"July 15, 2021"
International Journal of Social Sciences and Education,http://www.ijsse.com/,200.0,"July 15, 2021"
International Journal of Social Sciences and Entrepreneurship,http://www.ijsse.org/,200.0,"July 15, 2021"
International Journal of Society and Technology,http://jst.vlsiengineers.in/ojs1/index.php/jst,,"July 15, 2021"
"International Journal of Society, Culture & Language",http://ijscl.net/,302.0,"July 15, 2021"
International Journal of Soft Computing and Engineering,http://www.ijsce.org/,301.0,"July 15, 2021"
International Journal of Sport Studies,http://ijssjournal.com/,,"July 15, 2021"
OIDA International Journal of Sustainable Development,http://www.ontariointernational.org/Publications.html,301.0,"July 15, 2021"
International Journal of Teacher Educational Research,http://ijter.com/,302.0,"July 15, 2021"
International Journal of Technical Research and Applications,http://www.ijtra.com/index.php,301.0,"July 15, 2021"
International Journal of Technical Research and Innovation,http://www.ijtri.org/,200.0,"July 15, 2021"
International Journal of Technology and Computing,http://www.ijtc.org/ijtc.html,,"July 15, 2021"
"International Journal of Technology, Education, and Resource Management",http://www.ijterm.org/index.php/IJTERM/index,404.0,"July 15, 2021"
International Journal of Technology Enhancements and Emerging Engineering Research,http://www.ijteee.org/,200.0,"July 15, 2021"
"International Journal of Technology, Management and Humanities",http://www.ijtmh.com/,,"July 15, 2021"
International Journal of Therapeutic Applications,http://journal.npaa.in/,406.0,"July 15, 2021"
International Journal of Toxicological and Pharmacological Research,http://ijtpr.com/,403.0,"July 15, 2021"
International Journal of Trend in Research and Development,http://www.ijtrd.com/,200.0,"July 15, 2021"
International Journal of Trends in Economics Management and Technology ,http://www.ijtemt.org/,200.0,"July 15, 2021"
International Journal of Universal Pharmacy and Bio Sciences,http://www.ijupbs.com/Home.aspx,200.0,"July 15, 2021"
International Journal of Veterinary Science,http://www.ijvets.com/,200.0,"July 15, 2021"
International Journal of Wind and Renewable Energy,http://www.ijwre.org/index.php,400.0,"July 15, 2021"
International Journal of Wisdom Based Computing,http://www.wisdombasedcomputing.com/index.html,200.0,"July 15, 2021"
International Journal of World Research,http://apjor.com/ijrp/,,"July 15, 2021"
International Journal on Recent and Innovation Trends in Computing and Communication,http://ijritcc.org/,301.0,"July 15, 2021"
International Journal on Recent Technologies in Mechanical and Electrical Engineering,http://www.ijrmee.org/,406.0,"July 15, 2021"
International Journal on Recent Trends in Life Science and Mathematics,http://www.ijlsm.org/,406.0,"July 15, 2021"
International Journal on Research Methodologies in Physics and Chemistry,http://www.ijrpc.org/,406.0,"July 15, 2021"
International Journal Online of Humanities,http://ijohmn.com/,302.0,"July 15, 2021"
